name,roaster,roast,loc_country,origin,100g_USD,rating,review_date,review
Colombia La Palma y El Tucan,Le Brewlife,Medium-Light,Taiwan,Colombia,10.67,93,July 2021,"Deeply sweet, fruit-toned. Watermelon candy, dark chocolate, a whiff of Bourbon barrel, fresh-cut fir, gardenia in aroma and cup. Sweet-tart structure with gentle acidity; full, satiny mouthfeel. Crisp, dry, chocolaty short finish with notes of sweet watermelon and whiskyish ferment in the long."
Ethiopia Wush Wush G1,Le Brewlife,Light,Taiwan,Ethiopia,13.87,93,July 2021,"Floral and richly fruit-forward. Tea rose, anise, ripe cantaloupe, roasted pecan, marshmallow in aroma and cup. Roundly sweet-savory structure with winy, bright acidity; satiny mouthfeel. The rich finish leads with notes of tea rose and cantaloupe, supported by anise and marshmallow."
Kona Maragogype Peaberry Natural,Rusty’s Hawaiian,Medium-Light,Hawai'i,Hawai'I,22.05,95,June 2021,"Richly aromatic, complex, multi-layered. Lychee, lavender, cocoa nib, hazelnut butter, lemon-thyme in aroma and cup. Sweet-savory with lively, juicy acidity; plush, very syrupy mouthfeel. Long, resonant, flavor-saturated finish."
Ecuador San José de Minas Double-Anaerobic,Peach Coffee Roasters,Light,United States,Ecuador,13.23,94,June 2021,"Delicately sweet, richly perfumy. Bergamot, marzipan, lilac, apricot, cocoa nib in aroma and cup. Sweetly tart in structure with very lively, juicy acidity; lightly viscous, silky mouthfeel. The finish centers around notes of bergamot and lily, rounding to cocoa nib in the long."
Colombia Bandida Lactic Natural,Peach Coffee Roasters,Medium-Light,United States,Colombia,8.52,93,June 2021,"Bright, juicy, high-toned. Bing cherry, chocolate fudge, toffee, hop flowers, cedar in aroma and cup. Sweetly savory with vibrant, citrusy acidity; very smooth, satiny mouthfeel. The tart-leaning finish is rounded by sweet chocolate notes."
Nyeri Hill Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.03,95,June 2021,"Richly sweet-tart, deeply nuanced. Lychee, pink grapefruit zest, sassafras, cocoa nib, star jasmine in aroma and cup. Deep-toned, balanced structure with lush, juicy acidity; viscous, syrupy mouthfeel. Complexly layered finish redolent of lychee and star jasmine, with cocoa nib undertones. "
La Perla Chiquita Ecuador,JBC Coffee Roasters,Medium-Light,United States,Ecuador,6.17,95,June 2021,"Evaluated as espresso. Complex, multi-layered, rich-toned. Red plum, dark chocolate, cashew butter, cocoa nib, a hint of rosemary in aroma and small cup. Very syrupy mouthfeel; resonant, flavor-laden finish. In three parts milk, red plum and cashew butter take center stage, supported by gentle cocoa nib and a whisper of a savory, rosemary-like herb."
Pantan Musara Sumatra,JBC Coffee Roasters,Medium-Light,United States,Indonesia,5.26,94,June 2021,"Evaluated as espresso. Spice-toned, richly sweet-savory. Baking spices, mulberry, dark caramel, marjoram, narcissus in aroma and small cup. Nectar-like mouthfeel; crisp, sweet finish. In cappuccino-scaled milk, mulberry and clove notes lead, with undertones of dark caramel and narcissus."
Yemen Mocha Haimi,Dragonfly Coffee Roasters,Light,United States,Yemen,15.43,94,July 2021,"Delicately perfumed, sweetly fermenty. Green grape, rum barrel, rhododendron, cocoa nib, oak in aroma and cup. Sweet-tart structure with juicy acidity; syrupy-smooth mouthfeel. Sweet ferment suggesting rum barrel animates the crisply cocoa-toned finish. "
Costa Rica Hacienda Tobosi Villalobos Anaerobic Natural,GK Coffee,Light,Taiwan,Costa Rica,9.6,94,July 2021,"Complex, richly sweet-savory, deeply floral. Star jasmine, salted caramel, cocoa nib, wild strawberry, mustard seed in aroma and cup. Sweet-tart-savory structure with high-toned acidity; very full, syrupy mouthfeel. Cocoa-driven finish with undertones of caramel and mustard seed."
Brazil Gauriroba Natural,SOT Coffee Roaster,Light,Japan,Brazil,21.46,94,July 2021,"Citrusy-bright, juicy-sweet, spice-toned. Pink grapefruit zest, green peppercorn, honeysuckle, agave syrup, frankincense in aroma and cup. Delicately sweet-tart structure with high-toned, vibrant acidity; silky, buoyant mouthfeel. The resonant finish leads with notes of pink grapefruit zest and honeysuckle with green peppercorn and frankincense in the long."
Yemen Mocha Khulani,Dragonfly Coffee Roasters,Medium-Light,United States,Yemen,15.43,93,July 2021,"Subtly complex, fruit-toned. Raspberry coulis, freesia, almond nougat, cedar, lemon verbena in aroma and cup. Sweet-tart structure with vibrant acidity; crisp, silky mouthfeel. Berry and cedar-toned finish."
Yemen Mocha Harazi,Dragonfly Coffee Roasters,Medium-Light,United States,Yemen,15.43,93,July 2021,"Crisply spice-toned. Molasses, dried cherry, clove, cashew, grapefruit zest in aroma and cup. Sweet-toned structure with brisk acidity; lightly syrupy mouthfeel. The finish consolidates to notes of molasses, clove and cashew."
Brazil Ipanema Golden Edition C26 Lychee,GK Coffee,,Taiwan,Brazil,4.0,94,July 2021,"A ready-to-drink black coffee, tested cold. Dried guava, dark chocolate, frangipane, vanilla, cedar. Sweet-tart structure with crisp, juicy acidity; refreshingly silky mouthfeel. Guava and dark chocolate lead in the finish, with undertones of cedar and vanilla. Like sweet guava ice cream with a cedar edge in milk."
Ethiopia Natural Guji D Minor 21/01,Kakalove Cafe,Light,Taiwan,Ethiopia,5.31,95,August 2021,"Complex, bright, cleanly fruit-forward. Meyer lemon zest, ripe plum, cocoa nib, violet, black sage in aroma and cup. Sweetly tart with crisp, juicy acidity; silky, supple mouthfeel. Deeply layered finish centered on stone fruit and cocoa."
Ethiopia Hambela Yellow Honey James Selection,Kakalove Cafe,Light,Taiwan,Ethiopia,5.81,95,August 2021,"Crisply sweet-tart, bright and juicy. Tamarind, pink grapefruit zest, cocoa nib, freesia, redwood in aroma and cup. Bright, juicy, electric acidity; deep, syrupy-smooth mouthfeel. Sweet, long finish with notes of cocoa nib and pink grapefruit zest."
Ethiopia Guji Hambela Kudume Yellow Honey,Coffee Please,Medium-Light,Taiwan,Ethiopia,8.96,94,August 2021,"Richly sweet-tart, fruit-forward. Dried strawberry, dark chocolate, cashew butter, thyme, pink grapefruit zest in aroma and cup. Brightly sweet with juicy acidity; satiny-smooth mouthfeel. Resonant, flavor-laden finish."
Esmeralda Estate Panama Geisha,Difference Coffee,,England,Panama,111.11,94,August 2021,"Evaluated as espresso produced as a “ristretto” 25ml (.85-ounce) shot using a Nespresso capsule espresso brewer with whole milk heated using a conventional steam wand. Rich-toned, floral- and fruit-driven. Jasmine, apricot, almond, baking chocolate, cedar in aroma and small cup. Delicately viscous mouthfeel; crisp finish centered around chocolate and almond notes. The milk shot is boldly pleasing, chocolate-laden and richly floral."
Ethiopia Sidamo Bensa Mirado Natural,LECO Coffee,Light,Taiwan,Ethiopia,7.05,94,August 2021,"High-toned, richly sweet-tart. Tea rose, peach, almond butter, oak, maple syrup in aroma and cup. Sweetly tart structure with bright, lively acidity; smooth, syrupy mouthfeel. The finish consolidates to notes of almond and maple syrup with tea rose gently resurfacing in the long."
Ethiopia Yirgacheffe Kochere Sheferaw Jigeso Beraso,EK Roast Studio,Light,Taiwan,Ethiopia,6.34,93,August 2021,"Sweetly tart, gently fruit-toned. Apricot, orange blossom, cocoa nib, nougat, cashew in aroma and cup. Sweet-tart structure with juicy, balanced acidity; delicate, silky mouthfeel. The finish consolidates to notes of cocoa nib and cashew."
Colombia Vella Black Hawk Natural,LECO Coffee,Medium-Light,Taiwan,Colombia,7.05,93,August 2021,"Crisply sweet, fruit-forward. Dried mango, agave syrup, lime zest, pink peppercorn, cedar in aroma and cup. Sweetly tart structure with brisk acidity; syrupy-smooth mouthfeel. Richly drying finish leads with notes of dried mango and agave syrup in the short, with hints of pink peppercorn and cedar in the long. "
Yemen Mocca Matari,EK Roast Studio,Medium-Light,Taiwan,Yemen,9.59,94,August 2021,"Very sweet, richly savory. Honey, tiger lily, fresh pipe tobacco, ginseng, date in aroma and cup. Richly sweet structure with juicy-tart acidity; Syrupy-smooth mouthfeel. Finish leads with notes of pipe tobacco and flowers."
Kenya Nyeri Ndaroini AA Washed,Coffee Please,Medium-Light,Taiwan,Kenya,6.68,93,August 2021,"Sweetly spice-toned. Red currant, tea rose, pink peppercorn, cocoa powder, cedar in aroma and cup. Sweet structure with bright, juicy acidity; crisp, velvety mouthfeel. The quiet finish consolidates to notes of red currant and pink peppercorn."
Ethiopia Buku Abela,Home in Harmony,Medium-Light,Taiwan,Ethiopia,4.93,94,July 2021,"Cleanly fruit-toned, delicately sweet-tart. Raspberry, bergamot, cocoa nib, honey, lemon verbena in aroma and cup. Sweetly tart structure with delicate, buoyant mouthfeel; crisp, fruit-forward finish."
Ethiopia Nano Genji,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.32,92,August 2021,"Bright, richly chocolaty. Dark chocolate, pink grapefruit zest, plum, almond, lemon-thyme in aroma and cup. Sweet-tart structure with brisk acidity; full, velvety mouthfeel. Chocolaty, nut-toned finish with undertones of fresh-cut cedar."
Dominican Republic Organic Ramirez Estate,Cafe Kreyol,Medium-Light,United States,Dominican Republic,3.82,90,August 2021,"Delicate, sweet, quietly nuanced. Clover, oak, cocoa powder, macadamia nut, agave syrup in aroma and cup. Sweet-toned with a quietly present, backgrounded acidity; velvety-smooth mouthfeel. Sweet, subtly complex finish."
Tanzania Gesha Peaberry,Paradise Roasters,Light,United States,Tanzania,66.09,95,August 2021,"Lyrically balanced, richly spice-toned. Bergamot, wisteria, cocoa nib, sugarcane, guava in aroma and cup. Intoxicatingly sweet structure with delicately bright acidity; buoyant, silky mouthfeel. Resonant, flavor-saturated, very long finish."
Panama Geisha,Baba Java Coffee,Medium-Light,United States,Panama,17.64,92,August 2021,"Richly sweet, floral-toned. Honeysuckle, raisin, pistachio, caramel, fresh-cut cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; velvety-smooth mouthfeel. Floral and nut-toned finish."
Nicaragua Jinotega Hacienda La Bastilla Blue Candy Natural,RamsHead Coffee Roasters,Medium-Light,United States,Nicaragua,5.28,92,August 2021,"Fruit-forward, deeply sweet. Blueberry, dark chocolate, magnolia, cedar, almond in aroma and cup. Sweet structure with gentle acidity; crisp, velvety mouthfeel. Chocolaty finish with blueberry and almond undertones."
Ethiopia Bench Maji Gesha Village Oma Geisha 1931 Lot 55 Natural,Taster’s Coffee,Light,Taiwan,Ethiopia,21.38,94,August 2021,"Delicate, richly sweet, floral-toned. Star jasmine, raspberry, cocoa nib, maple syrup, sandalwood in aroma and cup. Bright, sweet-tart structure with juicy acidity; plush, satiny mouthfeel. The long finish centers around deep floral and bright berry tones, grounded by cocoa nib."
Banti Nenga Hambela Wamena,Drink Coffee Do Stuff,Medium-Light,United States,Ethiopia,6.47,93,August 2021,"Very fruit-centric, spicily floral. Watermelon candy, star jasmine, agave syrup, pistachio butter, pink peppercorn in aroma and cup. Brightly sweet-tart with energetic acidity; very full, viscous mouthfeel. Resonant, fruit-focused finish with pistachio undertones."
Ethiopia Guji Natural Euphora Special Lot,Euphora Coffee,Medium-Light,Taiwan,Ethiopia,4.53,94,August 2021,"Richly sweet, deep-toned, bright and juicy. Pomegranate, dark chocolate, marshmallow, hazelnut butter, key lime in aroma and cup. Sweet structure with high-toned, balanced acidity; full, syrupy-smooth mouthfeel. The cleanly fruit-toned finish is supported by notes of hazelnut and key lime."
Ethiopia Hambela G1,Mr. Chao Coffee,Medium-Light,Taiwan,Ethiopia,3.67,91,August 2021,"Deep-toned, chocolaty. Baking chocolate, date, hazelnut, fresh-cut cedar, brown sugar in aroma and cup. Sweet-toned structure with gentle, round acidity; full, satiny mouthfeel. Crisp, chocolaty finish with undertones of hazelnut and date."
Sudan Rume,JBC Coffee Roasters,Medium-Light,United States,Colombia,13.23,95,August 2021,"Complex, sweetly and intricately herbaceous, citrusy. Lemon verbena, cardamom, cocoa nib, ginger, aromatic orchid in aroma and cup. Sweetly savory with delicately juicy acidity; crisp, silky mouthfeel. Long, resonant, flavor-saturated finish."
Testi Ayla Double Ethiopia,Barrington Coffee Roasting,Light,United States,Ethiopia,16.15,97,August 2021,"High-toned, floral-driven, lyrically sweet. Wisteria, Keemun tea, white nectarine, fresh-cut basil, pink peppercorn in aroma and cup. Impeccably crystalline, balanced structure with buoyant acidity; delicately satiny mouthfeel. Very long, integrated, satisfying finish, with fruit and floral notes singing into the long."
Primavera Colombia Espresso,JBC Coffee Roasters,Medium-Light,United States,Colombia,5.58,94,August 2021,"Evaluated as espresso. Crisply sweet, balanced, deep-toned. Pomegranate, dark chocolate, molasses, sandalwood, lilac in aroma and small cup. Viscous, full mouthfeel; tart, chocolaty finish. In cappuccino-scaled milk, chocolaty and richly floral-toned."
Andi Sumatra,JBC Coffee Roasters,Medium-Light,United States,Indonesia,5.73,93,August 2021,"Deeply sweet, richly savory. Black cherry, freesia-like flowers, almond, dark chocolate, fresh-cut cedar in aroma and cup. Sweet-savory structure with gentle, round acidity; plush, creamy mouthfeel. The resonant finish consolidates around notes of black cherry and dark chocolate with cedar undertones. "
Gigesa Ethiopia,JBC Coffee Roasters,Light,United States,Ethiopia,5.29,94,August 2021,"Delicate, richly aromatic, complex. Tangerine zest, cocoa nib, guava, marjoram, jasmine in aroma and cup. Sweet-tart structure with zesty-bright acidity; silky, vibrant mouthfeel. The finish leads with notes of guava and tangerine zest, rounding to cocoa and marjoram in the long."
Guatemala Buena Vista Single-Origin Espresso,Temple Coffee Roasters,Medium-Light,United States,Guatemala,6.61,93,August 2021,"Evaluated as espresso. Rich-toned, deeply chocolaty. Dark chocolate, raspberry, molasses, hazelnut, fresh-cut oak in aroma and small cup. Very syrupy mouthfeel; chocolaty, nut-toned finish. In three parts milk, a pretty floral note suggesting gardenia surfaces alongside raspberry and chocolate."
Ethiopia Reko Yirgacheffe,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.03,93,August 2021,"Floral-toned, deeply sweet. Tea rose, nectarine, sandalwood, cocoa nib, agave syrup in aroma and cup. Sweetly tart in structure with juicy, vibrant acidity and lightly satiny mouthfeel. Finish leads with notes of cocoa nib and tea rose, supported by hints of nectarine."
Medina Natural,JBC Coffee Roasters,Medium-Light,United States,Guatemala,6.03,93,August 2021,"Gently fruit-toned, richly bittersweet. Raspberry, hop flowers, baking chocolate, honey, lemon verbena in aroma and cup. Sweet-savory structure with balanced acidity; viscous, satiny mouthfeel. The quietly intricate finish centers around raspberry and chocolate suggestions."
Gura Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.47,93,August 2021,"Citrusy, floral-toned. Bergamot, rhododendron, cashew butter, cocoa nib, maple syrup in aroma and cup. Sweetly tart with pert acidity; very full, syrupy-smooth mouthfeel. The finish centers around notes of cashew butter and maple syrup with a hint of bergamot."
Guatemala El Mirador,Novo Coffee Roasters,Medium-Light,United States,Guatemala,5.58,93,September 2021,"Deeply sweet-savory, chocolate-toned. Dark chocolate, pear, praline, magnolia, a hint of thyme in aroma and cup. Sweet-savory structure with gentle, round acidity; plush, syrupy mouthfeel. The gently drying finish is very chocolaty with undertones of praline and magnolia."
