Entity,Code,Year,Number of executions (Amnesty International),Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Poisonings - Sex: Both - Age: All Ages (Number),Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),Terrorism (deaths),Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number)
Mozambique,MOZ,2006,,4901,8681,632,27786,760,1283,74473,48,20049,3945,1598,18505,26059,165,15,14497,138,5812,1523,3,3048,568,5622,,21914,2005,3231,2356,5285,478,1118,233
Mozambique,MOZ,2007,,4792,9078,654,27928,813,1452,70876,55,20629,4123,1731,18653,26102,173,54,13983,143,5661,1618,6,3188,587,5472,6,22813,2056,3285,2435,5475,488,1147,239
Mozambique,MOZ,2008,,4750,9547,715,25203,819,1496,69623,64,21192,4286,1855,18606,26143,184,31,13652,148,5392,1727,1,3365,600,5205,,23992,2125,3360,2538,5707,499,1192,249
Mozambique,MOZ,2009,,4276,9928,667,26755,799,1518,71386,73,21544,4397,1976,18167,26065,193,12,13046,151,5057,1823,0,3528,603,4873,,25010,2184,3411,2613,5866,504,1228,258
Mozambique,MOZ,2010,,4180,10350,663,26778,776,1535,74461,81,21876,4503,2095,17725,25879,204,5,11974,152,4729,1929,7,3715,605,4548,,26164,2247,3475,2699,6036,509,1263,269
Mozambique,MOZ,2011,,4022,10695,643,25570,738,1527,77277,89,21971,4552,2133,17150,25680,214,23,11083,152,4343,2018,0,3889,597,4165,,27213,2300,3515,2626,6174,507,1298,279
Mozambique,MOZ,2012,,4050,11137,657,25059,745,1555,81042,96,22310,4675,2147,17170,25520,223,33,10879,155,4281,2103,8,4055,611,4102,1,28222,2365,3588,2578,6356,513,1326,288
Mozambique,MOZ,2013,,3138,11533,663,24242,739,1590,81340,103,22589,4710,2161,16737,25352,231,125,10652,158,4156,2176,51,4196,616,3978,37,29036,2425,3639,2541,6514,515,1352,296
Mozambique,MOZ,2014,,3026,11888,670,22738,749,1631,76816,109,22693,4774,2180,16461,25083,237,16,10370,160,4051,2233,33,4302,620,3875,22,29557,2470,3666,2500,6620,515,1370,301
Mozambique,MOZ,2015,,2938,12192,675,21419,744,1667,72656,115,22504,4866,2155,16147,24815,242,160,9969,161,3931,2275,4,4392,618,3757,12,30001,2513,3685,2466,6702,511,1403,309
Mozambique,MOZ,2016,,2773,12434,660,20820,686,1686,70326,120,22018,4851,2133,15562,24489,245,63,9516,159,3669,2314,57,4463,606,3500,62,30321,2533,3668,2437,6762,499,1424,314
Mozambique,MOZ,2017,,2651,12734,646,19734,683,1705,68707,125,21452,4841,2109,15126,24216,249,19,9256,157,3457,2354,120,4532,595,3291,22,30736,2555,3670,2488,6877,491,1458,321
Mozambique,MOZ,2018,,2628,13082,650,19845,671,1740,67234,130,20924,4862,2081,15068,24199,254,28,8772,156,3369,2397,344,4622,596,3203,,31218,2591,3698,2508,6914,482,1494,332
Mozambique,MOZ,2019,,2729,13531,687,20528,716,1811,66304,135,20700,4979,2072,15524,24317,258,643,8867,160,3530,2440,159,4712,618,3362,,31692,2645,3759,2547,7034,481,1529,341
Myanmar,MMR,1990,,7684,33591,522,5070,7186,1392,43,130,37260,12360,2318,56280,38078,491,0,52073,18,5882,2704,616,13259,2211,5548,71,96785,7636,37654,14647,23139,869,2393,641
Myanmar,MMR,1991,,7622,34347,549,3438,7202,1552,141,135,37860,12574,2391,55738,37908,506,23,50655,19,5732,2766,1096,13626,2247,5399,90,99100,7813,38565,14937,23437,877,2472,669
Myanmar,MMR,1992,,7489,35021,517,3270,7111,1213,486,139,38119,12653,2418,54902,37642,518,5,48923,19,5533,2798,1888,13957,2203,5204,139,101067,7974,39307,15166,23632,879,2554,698
Myanmar,MMR,1993,,7331,35681,512,3240,6971,1231,1074,142,38243,12699,2427,53796,37289,530,0,46962,19,5308,2833,143,14274,2183,4983,,103023,8118,40018,15384,23800,877,2641,731
Myanmar,MMR,1994,,7120,36318,504,3234,6894,1252,1704,146,38165,12692,2407,52460,36769,540,17,44642,19,5058,2856,793,14571,2152,4739,18,104821,8250,40631,15571,23913,870,2732,764
Myanmar,MMR,1995,,6931,36981,498,2887,6733,2314,2497,151,37922,12704,2357,51164,36239,549,51,42310,19,4809,2884,480,14849,2125,4495,30,106547,8360,41173,15763,24025,863,2829,800
Myanmar,MMR,1996,,6768,37623,489,3204,6642,1242,3417,155,37681,12665,2437,50110,35791,557,0,39378,19,4565,2895,611,15104,2098,4256,86,108250,8469,41671,15929,24118,854,2930,836
Myanmar,MMR,1997,,6582,38230,481,3294,6498,1109,4435,160,37492,12626,2483,49050,35372,562,68,36468,19,4306,2901,804,15338,2063,4004,16,109929,8576,42102,16094,24221,844,3035,874
Myanmar,MMR,1998,,6463,38858,478,3108,6406,1144,5565,165,37375,12600,2498,48358,34995,563,0,33938,19,4072,2915,495,15563,2045,3774,,111694,8696,42519,16288,24390,833,3145,912
Myanmar,MMR,1999,,6269,39417,468,3786,6236,1002,6787,169,36923,12486,2449,47310,34517,559,22,31369,19,3828,2900,359,15750,2004,3536,10,113463,8778,42834,16454,24515,812,3261,951
Myanmar,MMR,2000,,5973,39773,465,3614,6092,1021,8147,174,36549,11838,2370,46011,33735,536,0,28569,19,3635,2836,671,15950,1961,3344,,115303,9014,42839,16823,24736,792,3400,993
Myanmar,MMR,2001,,5609,39995,461,5018,5979,964,9623,175,35974,10934,2361,44469,32750,502,51,25507,19,3454,2730,339,16227,1922,3162,8,117017,9294,42688,17228,24953,744,3552,1037
Myanmar,MMR,2002,,5312,40432,452,5958,5787,869,11135,175,35088,10360,2326,42960,31888,476,21,22957,18,3259,2662,547,16512,1872,2969,5,118215,9537,42636,17568,25174,672,3710,1081
Myanmar,MMR,2003,,5087,41011,445,7237,5622,846,12612,175,34023,9928,2278,41620,31040,455,0,20910,18,3075,2598,265,16818,1840,2790,18,119109,9777,42609,17817,25336,597,3874,1126
Myanmar,MMR,2004,,4938,41875,475,6695,5579,824,13985,178,33038,9769,2188,40506,30201,446,307,19266,18,2930,2588,178,17194,1841,2647,1,120470,10051,42812,18225,25716,546,4043,1175
Myanmar,MMR,2005,,4682,42297,435,7529,5368,924,15201,178,31264,9439,2059,38815,29324,432,17,17504,18,2752,2529,358,17338,1784,2476,21,120240,10144,42534,18389,25717,503,4214,1213
Myanmar,MMR,2006,,4352,42947,418,8428,5103,806,16092,180,29404,9117,2069,36783,28352,423,59,16136,18,2577,2475,450,17647,1692,2307,0,120544,10295,42453,18594,25763,473,4400,1257
Myanmar,MMR,2007,,3980,43153,394,10692,4724,830,16572,181,27316,8690,2003,34462,27311,411,5,14777,17,2392,2386,664,17779,1564,2130,10,119798,10322,42010,18604,25540,440,4575,1288
Myanmar,MMR,2008,,3746,43258,378,13470,4488,766,16645,181,25482,8254,1947,32690,26259,399,138366,13729,17,2251,2291,114,17904,1492,1996,14,119276,10321,41626,18505,25212,409,4736,1315
Myanmar,MMR,2009,,3513,43614,365,11914,4278,767,16474,186,23981,8034,1911,31004,25192,394,24,12644,16,2123,2258,267,18131,1424,1874,46,119782,10376,41529,18571,25082,387,4901,1344
Myanmar,MMR,2010,,3244,43756,348,11433,4072,762,16109,187,22379,7732,1854,29136,24076,387,113,11585,16,1990,2202,220,18278,1334,1748,13,119762,10307,41273,18569,24865,363,5072,1370
Myanmar,MMR,2011,,3039,44331,336,8812,3895,758,15418,189,21143,7592,1861,27715,23015,386,225,10783,16,1887,2178,865,18591,1279,1651,0,121071,10328,41466,18763,24922,346,5255,1401
Myanmar,MMR,2012,,2633,44636,320,9453,3641,877,14354,188,19735,7264,1780,26232,22000,380,40,9947,15,1784,2109,994,18832,1200,1554,16,121857,10251,41504,18723,24704,324,5436,1431
Myanmar,MMR,2013,,2517,45665,329,5795,3598,806,13067,193,18739,6995,1842,25305,21086,381,23,9287,15,1707,2115,396,19336,1185,1482,11,124067,10383,41818,18968,24850,311,5622,1465
Myanmar,MMR,2014,,2395,46697,312,2889,3450,771,11593,197,17737,6937,1852,24448,20202,381,0,8704,15,1637,2111,315,19844,1165,1418,17,125861,10475,42173,19177,24971,299,5830,1503
Myanmar,MMR,2015,,2242,47791,303,1919,3378,773,9950,199,16811,7086,1847,23602,19388,382,213,8111,15,1567,2100,724,20443,1119,1353,60,127955,10599,42535,19287,24983,287,6010,1545
Myanmar,MMR,2016,,1744,49178,303,975,3344,808,8294,203,16099,7136,1845,22924,18722,383,97,7740,15,1516,2116,269,21127,1116,1307,73,130207,10759,43114,19419,25080,278,6200,1588
Myanmar,MMR,2017,,1500,50128,314,216,3261,756,6772,207,15477,6483,1788,22385,17706,385,3,7441,15,1463,2028,2569,21585,1099,1258,218,133165,11092,43004,19982,25593,270,6398,1631
Myanmar,MMR,2018,,1337,51238,293,271,3162,711,5605,212,14893,5706,1726,21881,16755,387,67,7005,15,1422,1943,145,22085,1071,1219,,135906,11436,42820,20371,25910,260,6597,1680
Myanmar,MMR,2019,,1246,52674,287,294,3052,704,4773,214,14313,5739,1653,21453,16065,388,115,6700,14,1386,1956,617,22619,1008,1185,,138139,11554,43284,20361,25895,251,6784,1726
Namibia,NAM,1990,,108,613,60,495,61,234,267,3,903,332,99,1218,1063,15,0,1016,15,346,136,0,392,24,339,0,2241,180,659,220,470,11,77,21
Namibia,NAM,1991,,109,633,61,428,62,244,449,3,918,340,96,1229,1060,15,0,1018,15,336,142,3,408,25,329,3,2307,188,675,223,480,11,81,22
Namibia,NAM,1992,,110,659,63,360,62,257,731,3,941,351,94,1243,1054,16,0,1015,15,340,149,0,429,25,332,,2392,197,694,229,493,11,86,23
Namibia,NAM,1993,,109,682,63,407,61,264,1147,4,955,357,89,1249,1048,16,0,1007,16,308,155,0,448,25,300,,2470,205,709,233,503,11,91,25
Namibia,NAM,1994,,333,714,65,350,61,280,1725,4,982,373,91,1265,1041,17,0,998,16,293,165,0,474,25,285,0,2577,216,731,240,518,11,96,26
Namibia,NAM,1995,,113,744,66,435,60,297,2476,4,1005,391,90,1276,1034,17,0,984,17,273,176,0,501,24,266,,2684,227,751,247,534,11,102,28
Namibia,NAM,1996,,109,773,67,542,60,313,3388,4,1032,413,89,1288,1024,18,0,972,17,251,187,2,525,25,244,,2781,237,769,254,551,11,107,30
Namibia,NAM,1997,,111,809,70,562,61,333,4436,5,1081,437,91,1315,1019,19,0,969,18,233,200,0,555,25,225,,2895,250,787,263,570,11,113,31
Namibia,NAM,1998,,121,854,75,586,67,357,5576,5,1168,478,94,1390,1021,20,0,1000,19,250,216,30,589,27,242,,3029,266,812,274,596,12,118,33
Namibia,NAM,1999,,128,904,79,477,70,381,6751,5,1253,520,105,1449,1022,22,0,1016,20,244,234,23,628,28,236,13,3176,283,837,289,628,12,124,35
Namibia,NAM,2000,,152,960,84,333,74,404,7912,6,1354,563,113,1512,1023,23,0,1027,21,242,252,119,668,30,235,24,3319,300,861,302,658,13,129,37
Namibia,NAM,2001,,158,982,84,369,75,407,9002,5,1392,571,115,1521,1022,23,0,1005,21,234,255,11,682,30,226,1,3347,307,858,302,659,12,133,38
Namibia,NAM,2002,,148,1019,88,279,78,422,9974,5,1477,601,121,1567,1021,24,0,1004,22,235,266,10,710,31,228,,3436,320,870,309,675,13,137,40
Namibia,NAM,2003,,150,1061,87,265,77,426,10700,5,1511,606,118,1569,1021,24,2,983,22,228,269,11,718,30,221,,3440,324,862,308,674,12,140,41
Namibia,NAM,2004,,149,1077,86,367,75,423,10732,5,1497,597,111,1559,1018,23,0,957,22,223,264,0,713,30,216,,3406,322,845,303,664,12,143,41
Namibia,NAM,2005,,151,1089,86,224,77,431,9968,5,1477,591,110,1559,1020,23,0,949,21,229,259,0,703,30,222,,3355,318,826,299,658,11,147,41
Namibia,NAM,2006,,149,1088,83,214,75,427,8672,5,1392,569,105,1524,1030,22,5,928,21,225,248,0,683,29,219,,3284,309,802,293,646,11,151,41
Namibia,NAM,2007,,150,1102,83,91,76,432,7092,5,1316,555,105,1510,1048,22,7,923,20,236,240,0,667,29,231,,3226,301,782,289,639,10,157,41
Namibia,NAM,2008,,150,1128,83,33,76,435,5918,5,1233,545,101,1488,1051,22,42,910,19,241,234,0,656,30,235,,3192,296,769,287,638,10,162,41
Namibia,NAM,2009,,130,1172,83,15,75,438,5489,4,1165,537,99,1470,1052,22,92,899,19,238,230,0,652,29,232,,3191,294,761,288,640,9,169,42
Namibia,NAM,2010,,131,1214,83,7,75,441,5176,5,1120,537,96,1474,1044,22,8,894,18,243,230,0,652,30,238,,3211,294,759,291,647,9,175,42
Namibia,NAM,2011,,129,1237,82,8,74,432,4719,4,1052,521,90,1441,1034,22,108,871,18,236,224,0,645,29,231,,3190,291,748,290,645,9,180,43
Namibia,NAM,2012,,124,1280,81,1,70,430,4263,4,998,514,85,1413,1002,22,0,837,17,223,225,1,654,28,217,,3226,294,745,293,650,9,187,44
Namibia,NAM,2013,,128,1335,84,15,75,431,4142,5,968,526,79,1437,982,23,0,846,17,237,230,0,667,30,232,,3282,299,751,299,660,9,193,45
Namibia,NAM,2014,,110,1395,86,40,77,433,4401,5,937,541,80,1429,972,24,0,810,17,233,238,2,688,30,228,,3364,308,759,307,674,8,200,46
Namibia,NAM,2015,,107,1443,87,19,77,437,4550,5,909,552,81,1439,958,25,0,771,17,226,246,3,709,30,221,,3450,316,767,316,688,8,207,48
Namibia,NAM,2016,,105,1487,88,43,76,437,4526,5,889,561,81,1451,948,26,0,744,17,214,252,0,729,30,209,,3532,325,775,322,700,8,213,49
Namibia,NAM,2017,,104,1524,88,133,75,436,4377,5,868,568,79,1459,936,27,0,731,17,203,256,1,749,30,198,,3607,332,781,330,715,8,218,51
Namibia,NAM,2018,,103,1568,89,93,75,442,4005,6,850,576,79,1467,909,27,0,717,17,199,261,0,771,30,194,,3681,342,787,336,724,8,223,52
Namibia,NAM,2019,,100,1600,88,192,73,438,3772,6,831,575,77,1461,882,28,0,696,17,189,261,0,790,29,184,,3747,349,791,339,729,8,228,53
Nauru,NRU,1990,,1,7,0,0,2,1,0,0,1,3,1,6,5,0,0,1,0,1,2,0,4,0,1,,22,2,5,2,3,0,0,0
Nauru,NRU,1991,,1,7,0,0,2,1,0,0,1,3,1,6,5,0,0,1,0,1,2,0,4,0,1,,23,2,5,2,3,0,0,0
Nauru,NRU,1992,,1,7,0,0,2,1,0,0,1,3,1,6,4,0,0,1,0,1,2,0,4,0,1,,23,2,5,2,3,0,0,0
Nauru,NRU,1993,,1,7,0,0,2,1,0,0,1,3,1,6,5,0,0,1,0,1,2,0,4,0,1,,24,2,5,2,3,0,0,0
Nauru,NRU,1994,,1,7,0,0,2,1,0,0,1,3,1,6,5,0,0,1,0,1,2,0,4,0,1,,24,2,5,2,3,0,0,0
Nauru,NRU,1995,,1,7,0,0,2,1,0,0,1,4,1,6,5,0,0,1,0,1,2,0,5,0,1,,25,2,5,2,3,0,0,0
Nauru,NRU,1996,,1,8,0,0,2,1,0,0,1,4,1,7,5,0,0,1,0,1,2,0,5,0,1,,26,2,5,2,3,0,0,0
Nauru,NRU,1997,,1,8,0,0,2,1,0,0,1,4,1,7,5,0,0,1,0,1,3,0,5,0,1,,26,2,5,2,3,0,0,0
Nauru,NRU,1998,,1,8,0,0,2,1,0,0,1,4,1,7,5,0,0,1,0,1,3,0,5,0,1,,27,2,5,2,3,0,0,0
Nauru,NRU,1999,,1,8,0,0,2,1,0,0,1,4,1,7,5,0,0,1,0,1,3,0,5,0,1,,28,3,5,2,3,0,0,0
Nauru,NRU,2000,,1,8,0,0,2,1,0,0,1,4,1,8,6,0,0,1,0,1,3,0,5,0,1,,28,3,5,2,3,0,0,0
Nauru,NRU,2001,,1,8,0,0,2,1,0,0,1,4,1,8,6,0,0,1,0,1,3,0,6,0,1,,29,3,5,2,3,0,0,0
Nauru,NRU,2002,,1,8,0,0,2,1,0,0,1,4,1,8,6,0,0,1,0,1,3,0,6,0,1,,29,3,5,2,3,0,0,0
Nauru,NRU,2003,,1,8,0,0,2,1,0,0,1,4,1,7,6,0,0,1,0,1,3,0,6,0,1,,29,3,5,2,3,0,0,0
Nauru,NRU,2004,,1,8,0,0,2,1,0,0,1,4,1,7,6,0,0,1,0,1,3,0,6,0,1,,29,3,5,2,3,0,0,0
Nauru,NRU,2005,,1,8,0,0,2,1,0,0,1,4,1,7,5,0,0,1,0,1,3,0,6,0,1,,28,3,4,2,3,0,0,0
Nauru,NRU,2006,,1,8,0,0,2,1,0,0,1,4,1,7,5,0,0,1,0,1,3,0,6,0,1,,28,3,4,2,3,0,0,0
Nauru,NRU,2007,,1,8,0,0,2,1,0,0,1,4,1,7,5,0,0,1,0,1,3,0,6,0,1,,28,3,4,2,3,0,0,0
Nauru,NRU,2008,,1,8,0,0,2,1,0,0,1,4,1,7,5,0,0,1,0,1,3,0,6,0,1,,27,3,4,2,3,0,0,0
Nauru,NRU,2009,,0,8,0,0,2,1,0,0,1,4,1,7,5,0,0,1,0,1,3,0,6,0,1,,27,3,4,2,3,0,0,0
Nauru,NRU,2010,,0,7,0,0,2,1,0,0,1,4,1,6,5,0,0,1,0,1,2,0,5,0,1,,26,3,4,2,3,0,0,0
Nauru,NRU,2011,,0,7,0,0,2,1,0,0,1,4,1,6,4,0,0,1,0,1,2,0,5,0,1,,26,3,4,2,3,0,0,0
Nauru,NRU,2012,,0,7,0,0,2,1,0,0,1,4,1,5,4,0,0,1,0,1,2,0,5,0,1,,25,3,4,2,3,0,0,0
Nauru,NRU,2013,,0,7,0,0,2,1,0,0,1,4,0,5,4,0,0,1,0,0,2,0,5,0,0,,25,3,3,2,3,0,0,0
Nauru,NRU,2014,,0,7,0,0,2,1,1,0,1,3,0,5,4,0,0,0,0,0,2,0,6,0,0,,24,3,3,2,2,0,0,0
Nauru,NRU,2015,,0,7,0,0,2,1,1,0,1,3,0,4,3,0,0,0,0,0,2,0,6,0,0,,24,3,3,2,2,0,0,0
Nauru,NRU,2016,,0,7,0,0,1,1,1,0,1,3,0,4,3,0,0,0,0,0,2,0,6,0,0,,23,3,3,2,2,0,0,0
Nauru,NRU,2017,,0,7,0,0,1,1,1,0,1,3,0,4,3,0,0,0,0,0,2,0,6,0,0,,23,3,3,2,2,0,0,0
Nauru,NRU,2018,,0,8,0,0,1,1,1,0,1,3,0,4,3,0,0,0,0,0,2,0,6,0,0,,23,3,3,2,2,0,0,0
Nauru,NRU,2019,,0,8,0,0,1,1,1,0,1,3,0,4,3,0,0,0,0,0,2,0,6,0,0,,23,3,3,2,2,0,0,0
Nepal,NPL,1990,,2367,9488,188,105,3439,253,0,14,15156,2093,4145,28603,25212,133,30,22951,232,9233,2685,14,947,752,8462,,21707,1728,19609,5459,8276,1307,631,227
Nepal,NPL,1991,,2234,9602,223,257,3242,272,0,14,14814,2090,4072,27456,24783,134,57,23075,229,8468,2670,2,970,731,7737,0,22043,1763,19875,5493,8313,1278,656,233
Nepal,NPL,1992,,2115,9694,233,157,3071,294,2,15,14291,2078,3972,26386,24394,134,0,21444,224,7796,2645,9,990,711,7104,9,22256,1793,20061,5510,8321,1251,684,238
Nepal,NPL,1993,,2014,9883,173,86,2990,321,4,15,14001,2105,3885,25482,24036,137,1364,20634,223,7216,2686,3,1028,700,6551,,22804,1844,20498,5585,8405,1234,716,248
Nepal,NPL,1994,,1918,9990,169,64,2869,345,9,15,13499,2105,3705,24576,23639,138,0,19706,219,6658,2692,4,1053,684,6025,4,23072,1876,20690,5608,8415,1210,749,255
Nepal,NPL,1995,,1830,10109,166,45,2759,366,18,16,13012,2110,3636,23733,23242,140,320,18717,216,6149,2706,0,1081,668,5546,,23377,1910,20908,5637,8427,1186,785,264
Nepal,NPL,1996,,1744,10169,161,52,2603,383,35,16,12456,2088,3515,22879,22793,141,808,17721,212,5609,2698,83,1103,648,5044,6,23472,1933,20992,5623,8378,1157,821,272
Nepal,NPL,1997,,1663,10312,158,39,2475,394,67,16,11979,2089,3252,21953,22349,144,20,16605,210,5101,2739,63,1138,634,4567,15,23809,1973,21285,5659,8395,1124,862,283
Nepal,NPL,1998,,1584,10446,156,73,2373,414,123,16,11417,2076,3052,20975,21772,145,310,15535,207,4627,2770,357,1171,618,4124,,24099,2010,21581,5685,8391,1092,907,294
Nepal,NPL,1999,,1504,10603,185,101,2233,429,220,16,10782,2054,2874,19943,21171,146,170,14348,202,4190,2778,318,1206,601,3716,23,24387,2051,21919,5703,8372,1058,957,307
Nepal,NPL,2000,,1425,10781,151,44,2112,441,364,17,10202,2034,2746,18901,20564,148,144,13276,199,3796,2771,456,1249,584,3351,91,24824,2100,22371,5716,8349,1016,1009,323
Nepal,NPL,2001,,1342,10939,148,38,1967,460,554,17,9640,1995,2613,17959,19952,148,144,12298,196,3443,2720,741,1286,566,3026,172,25111,2148,22768,5689,8293,965,1062,336
Nepal,NPL,2002,,1263,11145,147,139,1864,470,786,17,9187,1967,2444,17107,19344,148,472,11342,254,3140,2680,4918,1329,551,2746,486,25488,2201,23251,5686,8278,910,1118,351
Nepal,NPL,2003,,1199,11435,147,76,1789,476,1049,18,8861,1955,2275,16329,18724,149,239,10485,217,2884,2665,1754,1385,543,2509,22,26035,2272,23866,5706,8297,865,1178,368
Nepal,NPL,2004,,1149,11828,148,43,1727,484,1337,19,8609,1972,2237,15604,18065,152,185,9727,217,2684,2693,3086,1461,541,2323,630,26873,2360,24677,5769,8371,834,1245,389
Nepal,NPL,2005,,1196,12327,157,54,1825,491,1629,20,8499,2020,2199,15687,17451,156,69,9561,195,2671,2743,1610,1547,566,2314,211,27800,2466,25547,5879,8517,856,1313,410
Nepal,NPL,2006,,1184,12822,163,69,1841,487,1898,20,8496,2069,2202,15297,16793,160,157,9192,198,2527,2821,699,1642,574,2179,133,28935,2573,26563,5995,8664,853,1383,433
Nepal,NPL,2007,,1125,13333,164,70,1865,512,2108,22,8540,2121,2257,14652,16150,165,214,8712,199,2434,2912,45,1743,615,2095,44,30178,2693,27604,6119,8816,834,1456,458
Nepal,NPL,2008,,1070,13872,165,39,1817,496,2230,23,8562,2174,2241,13949,15425,170,115,8262,201,2217,2996,133,1854,606,1891,50,31364,2839,28596,6235,8961,813,1532,483
Nepal,NPL,2009,,939,14455,167,32,1787,510,2253,24,8549,2233,2246,13237,14652,175,127,8195,213,2054,3078,29,1974,601,1738,20,32632,3003,29614,6370,9132,790,1613,510
Nepal,NPL,2010,,868,15059,167,32,1722,512,2318,25,8431,2288,2292,12380,13834,180,150,7520,214,1894,3148,27,2107,587,1583,10,33914,3200,30649,6510,9310,756,1695,538
Nepal,NPL,2011,,799,15766,166,0,1680,507,2369,27,8374,2361,2329,11547,13027,187,140,6998,250,1749,3233,13,2267,572,1440,16,35537,3426,31987,6700,9559,713,1784,575
Nepal,NPL,2012,,749,16514,169,4,1631,512,2311,28,8333,2428,2231,10868,12241,194,83,6667,211,1639,3285,14,2438,561,1331,9,37001,3672,33304,6887,9814,680,1871,613
Nepal,NPL,2013,,747,17293,174,8,1655,522,2204,29,8311,2487,2156,10673,11601,200,195,6552,265,1605,3306,4,2610,562,1294,3,38551,3927,34563,7075,10081,666,1952,651
Nepal,NPL,2014,,711,18028,176,3,1509,527,2097,30,8208,2531,2073,10239,10972,205,573,6338,219,1525,3314,5,2775,549,1216,0,39680,4191,35643,7230,10303,637,2032,687
Nepal,NPL,2015,,619,18805,180,7,1598,533,1968,32,8156,2589,2029,9913,10443,210,9034,6173,223,1473,3364,8,2940,541,1162,0,41124,4420,36850,7404,10543,618,2114,726
Nepal,NPL,2016,,563,19491,193,3,1570,540,1829,33,8026,2629,1954,9552,9880,215,163,6020,225,1425,3402,7,3088,531,1112,5,42321,4615,37871,7540,10737,600,2195,761
Nepal,NPL,2017,,518,20175,185,1,1538,538,1703,34,7866,2659,1872,9232,9324,218,154,5992,226,1389,3426,13,3206,519,1074,4,43710,4774,38874,7745,11035,582,2275,797
Nepal,NPL,2018,,484,20905,187,1,1493,536,1568,35,7661,2691,1783,8898,8802,223,15,5745,276,1326,3470,11,3343,506,1014,,45147,4946,39878,7841,11171,558,2362,837
Nepal,NPL,2019,,469,21609,191,1,1476,535,1434,36,7488,2721,1714,8760,8397,227,119,5627,227,1300,3528,21,3474,498,988,,46501,5108,40800,7945,11323,543,2448,875
Netherlands,NLD,1990,,140,36424,130,0,129,188,307,62,198,1716,21,3966,637,150,6,43,65,117,1883,4,3657,25,76,2,51094,1677,6934,1454,4863,6,4601,1169
Netherlands,NLD,1991,,145,37243,131,0,120,209,340,67,196,1655,19,4209,608,160,0,47,65,124,1896,0,3642,25,84,0,50589,1700,7077,1488,4942,6,4714,1170
Netherlands,NLD,1992,,144,37878,134,0,118,226,464,70,202,1620,22,4553,581,173,1,51,65,132,1882,0,3603,24,95,0,50477,1735,7235,1532,5071,6,4849,1168
Netherlands,NLD,1993,,139,38790,140,0,117,224,493,74,212,1603,22,5215,576,188,1,58,67,146,1902,0,3635,23,108,,51428,1828,7619,1594,5257,6,5000,1180
Netherlands,NLD,1994,,141,38763,140,0,113,213,506,75,205,1551,20,5514,541,205,0,67,63,152,1881,0,3566,22,115,0,50560,1849,7644,1614,5308,6,5111,1165
Netherlands,NLD,1995,,155,38707,140,0,110,225,500,78,205,1523,20,5995,521,220,3,76,57,157,1870,4,3532,21,121,1,50609,1901,7913,1658,5422,6,5256,1171
Netherlands,NLD,1996,,151,39769,140,0,107,239,377,86,197,1490,25,6429,523,244,3,95,44,172,1867,0,3506,21,137,0,50464,1950,8122,1681,5519,6,5350,1180
Netherlands,NLD,1997,,148,40055,137,0,107,240,222,93,188,1429,21,6747,500,267,2,105,37,184,1843,0,3518,19,147,0,49713,1962,8216,1698,5558,6,5445,1179
Netherlands,NLD,1998,,151,40448,137,0,106,229,169,98,183,1395,26,7099,517,295,0,119,32,198,1831,0,3575,18,163,,49443,1997,8452,1735,5659,6,5564,1192
Netherlands,NLD,1999,,158,40907,139,0,109,253,171,107,182,1393,23,7488,528,316,0,142,29,220,1845,0,3716,18,184,0,49598,2062,8645,1792,5827,6,5690,1219
